regiao,rho_medio,pct_ate_60d_medio
Centro-Oeste,1.3802962962962964,0.21272021084755166
Nordeste,1.598198279087168,0.2403753706988774
Norte,inf,0.21445175001660358
Sudeste,1.184874241978334,0.2300108804328648
Sul,1.0717942230655704,0.33557420507638
